Gear_ID,Name,Sport,Type,Material,Price,Ratings
411,Puma Goalkeeper Gloves,Long Tennis,Shoes,Polyester,128,4.3
412,Adidas X Pro Gloves,Long Tennis,Gloves,Synthetic,120,4.6
413,Asics Gel Nimbus,Squash,Gloves,Mesh,155,3.8
414,Asics Gel Nimbus,Football,Clothing,Polyester,118,4.5
415,Asics Gel Nimbus,Golf,Clothing,Polyester,137,3.7
416,Adidas Predator,Skating,Gloves,Leather,98,4.5
417,Nike Air Zoom,Skating,Gloves,Leather,48,3.6
418,Wilson Basketball,Golf,Clothing,Polyester,47,3.9
419,Adidas Predator,Table Tennis,Clothing,Leather,107,4.0
420,Adidas Predator,Hockey,Gloves,Cotton,38,4.6
421,Adidas Predator,Football,Shoes,Polyester,158,3.8
422,Wilson Basketball,Badminton,Gloves,Cotton,86,3.6
423,Under Armour T-Shirt,Rugby,Ball,Mesh,80,4.9
424,Adidas Predator,Volleyball,Clothing,Leather,143,3.7
425,Adidas X Pro Gloves,Volleyball,Clothing,Cotton,161,4.4
426,Adidas X Pro Gloves,Rugby,Shoes,Polyester,37,3.6
427,Wilson Basketball,Baseball,Gloves,Synthetic,35,3.8
428,Under Armour T-Shirt,Long Tennis,Clothing,Synthetic,181,4.3
429,Wilson Basketball,Volleyball,Clothing,Synthetic,190,3.5
430,Asics Gel Nimbus,Squash,Gloves,Leather,80,4.0
431,Puma Goalkeeper Gloves,Squash,Clothing,Synthetic,191,4.8
432,Adidas X Pro Gloves,Hockey,Clothing,Cotton,167,4.3
433,Wilson Basketball,Squash,Clothing,Cotton,107,3.7
434,Wilson Basketball,Badminton,Clothing,Synthetic,196,3.8
435,Asics Gel Nimbus,Long Tennis,Ball,Synthetic,127,4.3
436,Nike Air Zoom,Table Tennis,Shoes,Mesh,117,4.2
437,Adidas Predator,Table Tennis,Ball,Polyester,68,4.7
438,Adidas X Pro Gloves,Baseball,Ball,Synthetic,20,4.7
439,Puma Goalkeeper Gloves,Table Tennis,Ball,Polyester,161,4.7
440,Under Armour T-Shirt,Cricket,Shoes,Mesh,88,4.1
441,Nike Air Zoom,Volleyball,Clothing,Cotton,184,4.7
442,Asics Gel Nimbus,Cricket,Shoes,Cotton,192,3.8
443,Puma Goalkeeper Gloves,Long Tennis,Gloves,Mesh,33,4.7
444,Asics Gel Nimbus,Cricket,Shoes,Mesh,104,4.6
445,Under Armour T-Shirt,Badminton,Clothing,Mesh,59,3.9
446,Asics Gel Nimbus,Volleyball,Ball,Leather,113,4.4
447,Under Armour T-Shirt,Golf,Shoes,Cotton,84,4.2
448,Adidas Predator,Skating,Gloves,Synthetic,158,3.5
449,Adidas X Pro Gloves,Golf,Clothing,Cotton,178,4.1
450,Adidas X Pro Gloves,Hockey,Shoes,Cotton,148,4.1
451,Puma Goalkeeper Gloves,Football,Ball,Mesh,181,3.6
452,Under Armour T-Shirt,Squash,Shoes,Mesh,31,4.1
453,Puma Goalkeeper Gloves,Squash,Shoes,Cotton,87,4.6
454,Puma Goalkeeper Gloves,Volleyball,Clothing,Cotton,46,4.4
455,Nike Air Zoom,Volleyball,Shoes,Polyester,64,4.8
456,Under Armour T-Shirt,Volleyball,Ball,Leather,62,4.7
457,Adidas Predator,Squash,Clothing,Leather,89,4.5
458,Puma Goalkeeper Gloves,Skating,Ball,Leather,51,3.6
459,Wilson Basketball,Table Tennis,Ball,Polyester,22,3.7
460,Reebok Running Shorts,Football,Clothing,Mesh,74,4.3
461,Adidas X Pro Gloves,Table Tennis,Clothing,Synthetic,171,4.4
462,Adidas X Pro Gloves,Hockey,Clothing,Cotton,22,4.9
463,Puma Goalkeeper Gloves,Golf,Clothing,Polyester,180,4.9
464,Reebok Running Shorts,Squash,Gloves,Leather,171,3.6
465,Nike Air Zoom,Golf,Ball,Synthetic,150,4.6
466,Under Armour T-Shirt,Rugby,Shoes,Synthetic,57,4.9
467,Reebok Running Shorts,Hockey,Ball,Mesh,132,4.8
468,Adidas Predator,Badminton,Clothing,Mesh,198,4.0
469,Wilson Basketball,Long Tennis,Ball,Mesh,123,3.7
470,Reebok Running Shorts,Squash,Gloves,Mesh,80,3.9
471,Asics Gel Nimbus,Baseball,Clothing,Cotton,95,4.3
472,Wilson Basketball,Volleyball,Ball,Cotton,175,4.7
473,Nike Air Zoom,Baseball,Gloves,Mesh,153,3.7
474,Nike Air Zoom,Volleyball,Shoes,Synthetic,70,3.5
475,Puma Goalkeeper Gloves,Table Tennis,Gloves,Synthetic,197,3.8
476,Adidas X Pro Gloves,Cricket,Clothing,Polyester,60,4.1
477,Wilson Basketball,Skating,Ball,Mesh,145,3.8
478,Puma Goalkeeper Gloves,Rugby,Clothing,Leather,96,4.7
479,Wilson Basketball,Volleyball,Clothing,Synthetic,42,4.7
480,Wilson Basketball,Golf,Clothing,Synthetic,146,4.0
481,Under Armour T-Shirt,Volleyball,Ball,Polyester,37,4.3
482,Asics Gel Nimbus,Skating,Clothing,Polyester,170,3.9
483,Wilson Basketball,Table Tennis,Shoes,Leather,37,4.4
484,Adidas X Pro Gloves,Golf,Clothing,Mesh,145,3.9
485,Reebok Running Shorts,Rugby,Shoes,Polyester,45,4.4
486,Adidas X Pro Gloves,Cricket,Clothing,Mesh,101,4.5
487,Adidas Predator,Table Tennis,Shoes,Cotton,195,4.3
488,Nike Air Zoom,Cricket,Clothing,Leather,54,3.8
489,Reebok Running Shorts,Rugby,Clothing,Synthetic,45,4.8
490,Asics Gel Nimbus,Table Tennis,Gloves,Cotton,47,4.6
491,Wilson Basketball,Table Tennis,Gloves,Leather,143,3.5
492,Adidas Predator,Skating,Gloves,Leather,97,4.8
493,Adidas X Pro Gloves,Skating,Shoes,Polyester,86,4.5
494,Under Armour T-Shirt,Squash,Ball,Leather,87,3.7
495,Nike Air Zoom,Skating,Clothing,Mesh,25,3.6
496,Reebok Running Shorts,Cricket,Ball,Leather,112,3.9
497,Wilson Basketball,Skating,Clothing,Leather,134,3.9
498,Reebok Running Shorts,Hockey,Ball,Mesh,39,4.2
499,Asics Gel Nimbus,Badminton,Gloves,Synthetic,95,4.6
500,Under Armour T-Shirt,Football,Clothing,Leather,198,3.5
501,Puma Goalkeeper Gloves,Skating,Gloves,Leather,52,4.3
502,Nike Air Zoom,Squash,Gloves,Cotton,89,4.5
503,Reebok Running Shorts,Badminton,Gloves,Cotton,183,4.0
504,Puma Goalkeeper Gloves,Cricket,Ball,Cotton,120,3.7
505,Reebok Running Shorts,Skating,Clothing,Leather,44,4.1
506,Under Armour T-Shirt,Hockey,Gloves,Polyester,121,4.6
507,Asics Gel Nimbus,Cricket,Ball,Mesh,150,3.6
508,Under Armour T-Shirt,Cricket,Clothing,Cotton,84,4.6
509,Asics Gel Nimbus,Baseball,Shoes,Polyester,140,4.8
510,Reebok Running Shorts,Football,Gloves,Cotton,26,3.8
511,Reebok Running Shorts,Skating,Ball,Synthetic,91,3.7
512,Adidas Predator,Volleyball,Ball,Mesh,157,5.0
513,Reebok Running Shorts,Squash,Ball,Leather,175,4.1
514,Asics Gel Nimbus,Volleyball,Shoes,Cotton,144,4.8
515,Nike Air Zoom,Rugby,Clothing,Leather,186,5.0
516,Under Armour T-Shirt,Skating,Clothing,Cotton,28,4.3
517,Wilson Basketball,Badminton,Shoes,Leather,102,4.3
518,Asics Gel Nimbus,Volleyball,Shoes,Synthetic,116,3.8
519,Puma Goalkeeper Gloves,Football,Ball,Leather,68,4.0
520,Asics Gel Nimbus,Skating,Gloves,Polyester,172,3.6
521,Under Armour T-Shirt,Long Tennis,Shoes,Synthetic,53,4.3
522,Adidas X Pro Gloves,Table Tennis,Shoes,Polyester,26,4.8
523,Wilson Basketball,Baseball,Ball,Leather,28,3.6
524,Adidas X Pro Gloves,Long Tennis,Clothing,Mesh,181,4.2
525,Nike Air Zoom,Badminton,Gloves,Cotton,48,3.9
526,Wilson Basketball,Squash,Clothing,Polyester,181,4.5
527,Wilson Basketball,Long Tennis,Shoes,Synthetic,126,4.2
528,Nike Air Zoom,Football,Shoes,Mesh,97,4.6
529,Adidas Predator,Rugby,Shoes,Cotton,79,4.7
530,Reebok Running Shorts,Table Tennis,Clothing,Synthetic,83,4.1
531,Reebok Running Shorts,Football,Gloves,Synthetic,161,3.7
532,Wilson Basketball,Squash,Clothing,Mesh,33,4.5
533,Reebok Running Shorts,Long Tennis,Gloves,Polyester,166,4.4
534,Asics Gel Nimbus,Golf,Gloves,Cotton,49,4.8
535,Wilson Basketball,Baseball,Shoes,Cotton,27,4.2
536,Nike Air Zoom,Hockey,Clothing,Cotton,200,4.9
537,Adidas X Pro Gloves,Volleyball,Gloves,Leather,198,3.7
538,Nike Air Zoom,Volleyball,Gloves,Polyester,26,4.0
539,Nike Air Zoom,Golf,Shoes,Synthetic,187,4.0
540,Wilson Basketball,Football,Gloves,Cotton,93,3.7
541,Wilson Basketball,Badminton,Clothing,Mesh,88,4.9
542,Adidas X Pro Gloves,Football,Gloves,Leather,115,4.7
543,Reebok Running Shorts,Long Tennis,Shoes,Leather,167,4.6
544,Wilson Basketball,Hockey,Clothing,Polyester,79,4.8
545,Wilson Basketball,Football,Shoes,Synthetic,65,4.1
546,Nike Air Zoom,Rugby,Shoes,Cotton,66,4.7
547,Reebok Running Shorts,Hockey,Ball,Polyester,34,4.2
548,Adidas X Pro Gloves,Football,Clothing,Cotton,193,4.5
549,Nike Air Zoom,Cricket,Shoes,Leather,37,4.9
550,Adidas X Pro Gloves,Badminton,Gloves,Cotton,104,3.5
551,Wilson Basketball,Badminton,Clothing,Polyester,55,4.0
552,Nike Air Zoom,Skating,Ball,Cotton,45,5.0
553,Adidas Predator,Cricket,Clothing,Mesh,72,4.9
554,Adidas X Pro Gloves,Rugby,Shoes,Cotton,120,4.2
555,Under Armour T-Shirt,Football,Ball,Cotton,88,3.6
556,Under Armour T-Shirt,Rugby,Clothing,Cotton,81,4.7
557,Nike Air Zoom,Squash,Ball,Polyester,48,4.5
558,Nike Air Zoom,Long Tennis,Gloves,Mesh,161,4.7
559,Puma Goalkeeper Gloves,Long Tennis,Shoes,Leather,106,3.6
560,Under Armour T-Shirt,Badminton,Gloves,Mesh,94,3.8
561,Adidas X Pro Gloves,Long Tennis,Shoes,Synthetic,102,4.3
562,Nike Air Zoom,Golf,Shoes,Cotton,194,3.9
563,Adidas Predator,Volleyball,Gloves,Leather,166,3.7
564,Reebok Running Shorts,Golf,Gloves,Polyester,196,3.8
565,Reebok Running Shorts,Skating,Clothing,Leather,135,3.5
566,Wilson Basketball,Golf,Ball,Mesh,63,4.0
567,Adidas Predator,Squash,Ball,Leather,104,4.0
568,Adidas X Pro Gloves,Badminton,Shoes,Polyester,134,4.8
569,Wilson Basketball,Golf,Clothing,Mesh,130,4.3
570,Reebok Running Shorts,Badminton,Shoes,Cotton,150,5.0
571,Nike Air Zoom,Football,Clothing,Cotton,162,4.0
572,Asics Gel Nimbus,Hockey,Gloves,Leather,136,3.9
573,Asics Gel Nimbus,Long Tennis,Gloves,Cotton,148,4.5
574,Nike Air Zoom,Hockey,Shoes,Polyester,106,3.5
575,Wilson Basketball,Golf,Clothing,Leather,31,3.9
576,Reebok Running Shorts,Long Tennis,Clothing,Mesh,149,4.8
577,Wilson Basketball,Table Tennis,Ball,Leather,107,3.8
578,Under Armour T-Shirt,Football,Clothing,Synthetic,72,3.6
579,Nike Air Zoom,Rugby,Gloves,Cotton,90,4.1
580,Under Armour T-Shirt,Rugby,Gloves,Polyester,52,3.8
581,Puma Goalkeeper Gloves,Baseball,Ball,Polyester,40,4.6
582,Under Armour T-Shirt,Squash,Ball,Mesh,144,4.7
583,Adidas X Pro Gloves,Squash,Ball,Cotton,180,3.6
584,Asics Gel Nimbus,Long Tennis,Gloves,Mesh,192,4.7
585,Under Armour T-Shirt,Squash,Ball,Cotton,107,3.6
586,Reebok Running Shorts,Hockey,Shoes,Polyester,68,4.7
587,Adidas X Pro Gloves,Skating,Shoes,Leather,150,4.7
588,Asics Gel Nimbus,Football,Clothing,Leather,66,4.5
589,Wilson Basketball,Golf,Gloves,Leather,41,3.9
590,Reebok Running Shorts,Cricket,Gloves,Synthetic,68,4.5
591,Nike Air Zoom,Long Tennis,Gloves,Leather,135,3.7
592,Under Armour T-Shirt,Golf,Ball,Synthetic,150,3.6
593,Nike Air Zoom,Golf,Shoes,Synthetic,70,4.6
594,Wilson Basketball,Baseball,Clothing,Leather,126,3.6
595,Asics Gel Nimbus,Hockey,Ball,Leather,49,4.0
596,Nike Air Zoom,Skating,Ball,Synthetic,126,4.6
597,Under Armour T-Shirt,Squash,Shoes,Cotton,51,3.9
598,Adidas Predator,Cricket,Clothing,Synthetic,112,3.6
599,Adidas X Pro Gloves,Volleyball,Shoes,Cotton,104,3.6
600,Wilson Basketball,Cricket,Ball,Polyester,74,3.5
601,Under Armour T-Shirt,Rugby,Gloves,Mesh,176,4.3
602,Puma Goalkeeper Gloves,Cricket,Ball,Polyester,68,3.9
603,Adidas Predator,Cricket,Gloves,Synthetic,173,3.7
604,Under Armour T-Shirt,Baseball,Gloves,Leather,34,3.8
605,Adidas X Pro Gloves,Volleyball,Gloves,Polyester,127,3.9
606,Puma Goalkeeper Gloves,Cricket,Clothing,Synthetic,116,4.0
607,Reebok Running Shorts,Rugby,Ball,Synthetic,116,4.2
608,Nike Air Zoom,Table Tennis,Gloves,Leather,142,5.0
609,Adidas X Pro Gloves,Baseball,Gloves,Synthetic,120,3.5
610,Wilson Basketball,Football,Ball,Cotton,45,4.0
611,Asics Gel Nimbus,Volleyball,Gloves,Mesh,100,3.5
612,Reebok Running Shorts,Long Tennis,Gloves,Polyester,151,4.7
613,Wilson Basketball,Hockey,Gloves,Polyester,42,4.7
614,Asics Gel Nimbus,Golf,Ball,Leather,40,3.7
615,Nike Air Zoom,Rugby,Shoes,Mesh,71,4.6
616,Under Armour T-Shirt,Rugby,Gloves,Mesh,199,3.8
617,Asics Gel Nimbus,Cricket,Shoes,Mesh,101,4.9
618,Reebok Running Shorts,Long Tennis,Clothing,Cotton,32,4.7
619,Adidas X Pro Gloves,Volleyball,Shoes,Mesh,47,4.2
620,Wilson Basketball,Cricket,Gloves,Polyester,44,3.7
621,Reebok Running Shorts,Volleyball,Clothing,Mesh,42,3.9
622,Puma Goalkeeper Gloves,Badminton,Clothing,Cotton,173,3.9
623,Wilson Basketball,Long Tennis,Clothing,Synthetic,39,4.1
624,Asics Gel Nimbus,Skating,Clothing,Cotton,191,4.2
625,Puma Goalkeeper Gloves,Hockey,Ball,Synthetic,185,3.9
626,Reebok Running Shorts,Squash,Gloves,Synthetic,183,3.5
627,Reebok Running Shorts,Cricket,Gloves,Synthetic,65,3.8
628,Nike Air Zoom,Skating,Shoes,Polyester,199,3.8
629,Under Armour T-Shirt,Long Tennis,Gloves,Polyester,21,4.0
630,Asics Gel Nimbus,Volleyball,Gloves,Cotton,182,4.7
631,Adidas X Pro Gloves,Volleyball,Shoes,Polyester,26,4.8
632,Nike Air Zoom,Table Tennis,Ball,Mesh,50,4.2
633,Adidas X Pro Gloves,Long Tennis,Ball,Cotton,194,4.8
634,Wilson Basketball,Rugby,Shoes,Leather,130,4.2
635,Puma Goalkeeper Gloves,Baseball,Clothing,Polyester,103,4.6
636,Under Armour T-Shirt,Badminton,Shoes,Leather,85,4.5
637,Reebok Running Shorts,Hockey,Clothing,Mesh,31,4.4
638,Adidas X Pro Gloves,Skating,Clothing,Polyester,184,4.7
639,Puma Goalkeeper Gloves,Table Tennis,Shoes,Polyester,83,4.1
640,Under Armour T-Shirt,Squash,Shoes,Mesh,134,3.8
641,Adidas X Pro Gloves,Long Tennis,Gloves,Polyester,55,3.9
642,Nike Air Zoom,Cricket,Shoes,Leather,44,4.2
643,Nike Air Zoom,Squash,Ball,Leather,179,4.7
644,Under Armour T-Shirt,Football,Gloves,Leather,179,5.0
645,Wilson Basketball,Long Tennis,Gloves,Leather,66,3.9
646,Reebok Running Shorts,Rugby,Ball,Cotton,179,4.4
647,Under Armour T-Shirt,Cricket,Ball,Polyester,122,4.7
648,Reebok Running Shorts,Badminton,Clothing,Mesh,63,4.7
649,Adidas X Pro Gloves,Golf,Ball,Mesh,94,3.6
650,Asics Gel Nimbus,Football,Ball,Leather,82,4.9
651,Puma Goalkeeper Gloves,Baseball,Clothing,Polyester,29,4.6
652,Adidas Predator,Long Tennis,Gloves,Cotton,73,4.6
653,Adidas Predator,Baseball,Shoes,Leather,41,3.9
654,Adidas X Pro Gloves,Table Tennis,Ball,Polyester,44,4.5
655,Adidas X Pro Gloves,Long Tennis,Gloves,Synthetic,148,4.9
656,Puma Goalkeeper Gloves,Golf,Shoes,Mesh,110,4.5
657,Under Armour T-Shirt,Squash,Gloves,Polyester,118,4.8
658,Adidas X Pro Gloves,Skating,Shoes,Polyester,97,3.6
659,Asics Gel Nimbus,Baseball,Ball,Cotton,32,4.5
660,Asics Gel Nimbus,Cricket,Ball,Mesh,38,4.0
661,Reebok Running Shorts,Skating,Clothing,Mesh,36,4.0
662,Under Armour T-Shirt,Table Tennis,Ball,Cotton,58,4.3
663,Puma Goalkeeper Gloves,Rugby,Clothing,Synthetic,84,4.1
664,Asics Gel Nimbus,Table Tennis,Gloves,Mesh,183,4.3
665,Wilson Basketball,Baseball,Shoes,Synthetic,110,4.5
666,Puma Goalkeeper Gloves,Hockey,Clothing,Cotton,45,3.7
667,Adidas Predator,Table Tennis,Shoes,Mesh,102,3.8
668,Puma Goalkeeper Gloves,Hockey,Ball,Cotton,46,4.2
669,Adidas X Pro Gloves,Football,Shoes,Leather,36,3.6
670,Reebok Running Shorts,Skating,Ball,Synthetic,94,4.6
671,Adidas Predator,Football,Ball,Synthetic,65,4.8
672,Puma Goalkeeper Gloves,Badminton,Clothing,Mesh,39,3.7
673,Adidas Predator,Hockey,Clothing,Polyester,134,4.2
674,Adidas Predator,Rugby,Ball,Leather,57,4.8
675,Adidas Predator,Squash,Ball,Polyester,48,4.0
676,Wilson Basketball,Long Tennis,Gloves,Synthetic,189,3.6
677,Asics Gel Nimbus,Baseball,Clothing,Polyester,130,3.9
678,Asics Gel Nimbus,Long Tennis,Gloves,Cotton,76,4.6
679,Reebok Running Shorts,Long Tennis,Gloves,Synthetic,143,4.7
680,Asics Gel Nimbus,Cricket,Clothing,Synthetic,91,4.4
681,Asics Gel Nimbus,Badminton,Shoes,Polyester,61,3.6
682,Adidas Predator,Skating,Clothing,Cotton,92,4.7
683,Wilson Basketball,Hockey,Ball,Synthetic,112,3.9
684,Nike Air Zoom,Table Tennis,Shoes,Leather,128,3.7
685,Adidas Predator,Rugby,Shoes,Polyester,64,4.7
686,Wilson Basketball,Football,Shoes,Polyester,99,5.0
687,Adidas X Pro Gloves,Volleyball,Ball,Cotton,153,4.1
688,Reebok Running Shorts,Volleyball,Ball,Cotton,198,4.2
689,Adidas X Pro Gloves,Golf,Gloves,Leather,165,3.6
690,Reebok Running Shorts,Skating,Clothing,Leather,95,4.3
691,Wilson Basketball,Badminton,Ball,Cotton,63,5.0
692,Puma Goalkeeper Gloves,Cricket,Gloves,Polyester,76,4.9
693,Reebok Running Shorts,Badminton,Shoes,Synthetic,91,4.0
694,Puma Goalkeeper Gloves,Football,Gloves,Synthetic,66,4.6
695,Adidas Predator,Table Tennis,Clothing,Polyester,42,3.6
696,Nike Air Zoom,Golf,Shoes,Polyester,180,4.5
697,Under Armour T-Shirt,Long Tennis,Gloves,Leather,100,4.2
698,Nike Air Zoom,Football,Ball,Mesh,21,4.5
699,Nike Air Zoom,Squash,Clothing,Leather,21,4.1
700,Adidas Predator,Hockey,Ball,Leather,159,3.8
701,Under Armour T-Shirt,Long Tennis,Clothing,Synthetic,129,4.0
702,Adidas Predator,Skating,Ball,Polyester,120,4.6
703,Asics Gel Nimbus,Cricket,Gloves,Cotton,84,4.9
704,Adidas Predator,Long Tennis,Shoes,Leather,170,3.9
705,Asics Gel Nimbus,Baseball,Shoes,Synthetic,121,3.7
706,Nike Air Zoom,Table Tennis,Ball,Mesh,113,4.2
707,Reebok Running Shorts,Squash,Clothing,Mesh,60,4.4
708,Reebok Running Shorts,Skating,Ball,Mesh,82,4.7
709,Asics Gel Nimbus,Cricket,Clothing,Cotton,23,3.7
710,Nike Air Zoom,Hockey,Gloves,Cotton,77,4.8
711,Wilson Basketball,Badminton,Ball,Mesh,147,3.8
712,Puma Goalkeeper Gloves,Long Tennis,Shoes,Mesh,146,4.2
713,Asics Gel Nimbus,Squash,Ball,Leather,156,5.0
714,Wilson Basketball,Skating,Ball,Cotton,106,4.7
715,Puma Goalkeeper Gloves,Skating,Gloves,Mesh,198,4.8
716,Puma Goalkeeper Gloves,Golf,Shoes,Synthetic,41,4.8
717,Asics Gel Nimbus,Skating,Ball,Synthetic,175,4.0
718,Under Armour T-Shirt,Badminton,Clothing,Cotton,170,3.8
719,Under Armour T-Shirt,Rugby,Gloves,Polyester,113,4.0
720,Adidas X Pro Gloves,Baseball,Shoes,Synthetic,194,4.7
721,Reebok Running Shorts,Squash,Shoes,Cotton,56,3.9
722,Adidas Predator,Hockey,Clothing,Polyester,136,4.6
723,Asics Gel Nimbus,Golf,Clothing,Mesh,87,4.0
724,Wilson Basketball,Cricket,Shoes,Leather,46,4.8
725,Adidas X Pro Gloves,Table Tennis,Gloves,Mesh,64,4.2
726,Wilson Basketball,Badminton,Clothing,Polyester,153,3.8
727,Adidas Predator,Rugby,Gloves,Synthetic,165,4.2
728,Asics Gel Nimbus,Rugby,Clothing,Cotton,163,4.5
729,Nike Air Zoom,Golf,Shoes,Synthetic,170,4.2
730,Puma Goalkeeper Gloves,Volleyball,Shoes,Polyester,170,3.9
731,Under Armour T-Shirt,Golf,Ball,Mesh,87,3.9
732,Adidas X Pro Gloves,Volleyball,Ball,Cotton,81,4.2
733,Puma Goalkeeper Gloves,Golf,Shoes,Polyester,175,3.7
734,Nike Air Zoom,Football,Gloves,Mesh,25,4.0
735,Puma Goalkeeper Gloves,Skating,Gloves,Cotton,118,3.9
736,Adidas X Pro Gloves,Table Tennis,Shoes,Leather,179,4.9
737,Wilson Basketball,Badminton,Shoes,Polyester,66,4.9
738,Puma Goalkeeper Gloves,Badminton,Ball,Mesh,125,4.4
739,Under Armour T-Shirt,Football,Shoes,Mesh,101,4.1
740,Reebok Running Shorts,Cricket,Clothing,Synthetic,103,3.9
741,Asics Gel Nimbus,Skating,Shoes,Synthetic,192,3.6
742,Puma Goalkeeper Gloves,Hockey,Clothing,Polyester,174,4.9
743,Puma Goalkeeper Gloves,Squash,Gloves,Mesh,41,4.9
744,Adidas Predator,Cricket,Gloves,Mesh,115,4.7
745,Adidas X Pro Gloves,Volleyball,Ball,Cotton,43,3.8
746,Adidas X Pro Gloves,Badminton,Ball,Leather,91,3.7
747,Adidas X Pro Gloves,Cricket,Ball,Leather,94,4.6
748,Puma Goalkeeper Gloves,Squash,Shoes,Leather,70,4.4
749,Adidas X Pro Gloves,Cricket,Ball,Leather,59,3.9
750,Wilson Basketball,Rugby,Clothing,Leather,65,3.8
751,Reebok Running Shorts,Golf,Gloves,Cotton,93,4.3
752,Puma Goalkeeper Gloves,Volleyball,Clothing,Cotton,194,4.3
753,Puma Goalkeeper Gloves,Volleyball,Gloves,Mesh,37,4.9
754,Under Armour T-Shirt,Badminton,Gloves,Cotton,156,3.9
755,Adidas X Pro Gloves,Hockey,Gloves,Synthetic,119,5.0
756,Puma Goalkeeper Gloves,Cricket,Clothing,Cotton,181,4.7
757,Puma Goalkeeper Gloves,Skating,Clothing,Synthetic,88,3.6
758,Reebok Running Shorts,Badminton,Ball,Polyester,163,4.5
759,Reebok Running Shorts,Volleyball,Shoes,Synthetic,86,4.2
760,Puma Goalkeeper Gloves,Baseball,Ball,Leather,48,3.5
761,Adidas Predator,Baseball,Gloves,Leather,85,4.7
762,Wilson Basketball,Long Tennis,Gloves,Mesh,36,4.4
763,Wilson Basketball,Hockey,Ball,Cotton,44,3.8
764,Puma Goalkeeper Gloves,Badminton,Gloves,Mesh,108,3.8
765,Adidas Predator,Cricket,Shoes,Polyester,89,4.0
766,Adidas Predator,Hockey,Gloves,Polyester,36,4.2
767,Nike Air Zoom,Rugby,Gloves,Cotton,196,3.8
768,Under Armour T-Shirt,Hockey,Gloves,Leather,102,4.1
769,Nike Air Zoom,Hockey,Clothing,Synthetic,185,4.9
770,Adidas Predator,Table Tennis,Clothing,Cotton,52,4.3
771,Adidas X Pro Gloves,Golf,Shoes,Leather,118,3.7
772,Reebok Running Shorts,Hockey,Ball,Polyester,143,4.5
773,Wilson Basketball,Golf,Ball,Cotton,174,4.9
774,Reebok Running Shorts,Volleyball,Clothing,Mesh,29,3.9
775,Reebok Running Shorts,Rugby,Clothing,Mesh,50,3.6
776,Puma Goalkeeper Gloves,Skating,Clothing,Polyester,93,4.2
777,Under Armour T-Shirt,Baseball,Gloves,Mesh,154,4.9
778,Adidas Predator,Badminton,Ball,Cotton,78,4.2
779,Under Armour T-Shirt,Golf,Gloves,Leather,66,4.9
780,Nike Air Zoom,Skating,Gloves,Polyester,54,4.0
781,Puma Goalkeeper Gloves,Baseball,Ball,Mesh,76,4.1
782,Asics Gel Nimbus,Skating,Shoes,Synthetic,104,3.7
783,Adidas X Pro Gloves,Cricket,Gloves,Mesh,108,4.2
784,Adidas Predator,Long Tennis,Ball,Synthetic,103,3.7
785,Nike Air Zoom,Badminton,Gloves,Polyester,65,3.5
786,Asics Gel Nimbus,Long Tennis,Shoes,Cotton,186,4.8
787,Wilson Basketball,Volleyball,Gloves,Cotton,108,3.6
788,Asics Gel Nimbus,Baseball,Ball,Cotton,62,3.8
789,Nike Air Zoom,Hockey,Gloves,Leather,148,3.9
790,Under Armour T-Shirt,Squash,Gloves,Leather,100,4.2
791,Wilson Basketball,Badminton,Gloves,Synthetic,113,3.9
792,Puma Goalkeeper Gloves,Skating,Shoes,Leather,156,3.7
793,Wilson Basketball,Squash,Gloves,Leather,196,4.8
794,Wilson Basketball,Hockey,Gloves,Leather,190,4.1
795,Puma Goalkeeper Gloves,Football,Clothing,Synthetic,166,5.0
796,Puma Goalkeeper Gloves,Golf,Clothing,Cotton,34,4.8
797,Adidas X Pro Gloves,Golf,Gloves,Mesh,22,4.1
798,Adidas Predator,Rugby,Ball,Synthetic,69,4.3
799,Wilson Basketball,Baseball,Shoes,Cotton,53,4.9
800,Reebok Running Shorts,Baseball,Clothing,Polyester,180,4.6
801,Reebok Running Shorts,Table Tennis,Gloves,Synthetic,149,4.1
802,Asics Gel Nimbus,Table Tennis,Shoes,Cotton,24,4.8
803,Asics Gel Nimbus,Long Tennis,Gloves,Polyester,83,4.5
804,Wilson Basketball,Baseball,Clothing,Polyester,36,4.3
805,Adidas Predator,Rugby,Shoes,Leather,176,3.8
806,Nike Air Zoom,Skating,Ball,Polyester,112,3.6
807,Adidas X Pro Gloves,Skating,Gloves,Synthetic,105,3.6
808,Nike Air Zoom,Golf,Shoes,Synthetic,71,4.7
809,Adidas X Pro Gloves,Football,Ball,Synthetic,60,3.8
810,Wilson Basketball,Golf,Gloves,Polyester,82,4.9
811,Wilson Basketball,Badminton,Ball,Synthetic,146,5.0
812,Asics Gel Nimbus,Volleyball,Ball,Synthetic,35,4.2
813,Wilson Basketball,Hockey,Shoes,Polyester,64,4.1
814,Asics Gel Nimbus,Cricket,Shoes,Mesh,149,4.4
815,Adidas Predator,Long Tennis,Gloves,Cotton,141,4.4
816,Wilson Basketball,Golf,Ball,Cotton,33,4.7
817,Nike Air Zoom,Football,Shoes,Leather,29,3.6
818,Asics Gel Nimbus,Football,Clothing,Mesh,97,4.9
819,Adidas X Pro Gloves,Volleyball,Clothing,Cotton,96,3.6
820,Reebok Running Shorts,Long Tennis,Ball,Leather,86,4.3
